"name","cas","dcb","code","pharmacy"
red chestnut *,,,"4654",c
red chestnut fl - bach,,,"32220",a
red chestnut floral (bach),,,"6819",b
red clover,,,"91698",b
red clover 8% *,,,"6818",c
red clover ext seco,,,"23130",a
red clover floral (cal),,,"7125",b
red helmet orchid floral (aus),,,"7276",b
red larkspur floral (cal),,,"7126",b
red lily floral (aus),,,"7277",b
red onion,,,"12045",b
red orange,,,"9555",c
red orange complex,,,"12446",b
red orange complex,,,"12483",a
red penstemon (cal),,,"11226",b
red yeast,,,"8195",b
red yeast rice,,,"5695",c
red yeast rice sob enc,,,"39645",a
redensyl,,,"9629",c
redensyl(sarfam),,,"10891",b
redwood floral (cal),,,"7128",b
refinyl,,,"8074",b
refresco de laranja,,,"13645",b
refresco de limao,,,"13647",b
refresco de morango,,,"13646",b
refresco de uva,,,"13649",b
refresco laranja,,,"9153",c
regalis gelata homeo,,,"8214",b
regu age,,,"11054",b
regu age sob enc,,,"1815",a
regu fade *,,,"6472",c
relora,,,"10514",b
relora,,,"4262",c
relora sob enc,,,"9627",a
remoduline,,,"962",b
remoduline acabou,,,"22511",a
renew zyme,,,"5489",b
renew zyme *,,,"6673",c
renocell,,,"9825",c
reparage,,,"12236",a
rescue,,,"57563",b
rescue fl - bach,,,"32098",a
rescue remedy *,,,"5640",c
rescue remedy floral (bach),,,"6753",b
residronato de sodio,,,"1694",b
resistaid,,,"11559",b
resorcina,,,"56108",b
resorcina,,"07690","4134",c
resorcina,,,"56108",a
resveratrol,"501360","11392","6542",c
resveratrol,,,"80550",b
resveratrol extrato,"501360","11392","8747",a
resveravine,,,"9146",b
resvin,,,"8442",c
resvin base para pastilhas,,,"14246",b
retina homeo,,,"7562",b
retinaldeido,,,"10347",b
revidrate,,,"9931",b
revidrate,,,"9610",c
rezal 36gp (biovital),,,"13458",b
rhamnosoft (galena),,,"10222",b
rhamnus purshiana homeo,,,"6542",b
rhamnus purshiana tm,,,"9336",b
rheum officinale p. ho,,,"7627",b
rhodiola rosea,,,"5595",c
rhodiola rosea 3%,,,"11441",b
rhodiola rosea es,,,"42299",a
rhodiola rosea homeo,,,"10331",b
rhododendron chrysantum homeo,,,"7335",b
rhus tox,,,"3088",b
rhus toxicodendron ho,,,"4581",c
rhus toxicodendron homeo,,,"6056",b
rhus toxicodendron tm,,,"6557",b
rhus vernix homeo,,,"7949",b
riboflavina,,,"56110",b
rice silk,,,"11975",b
ricinus communis ho,,,"11313",c
ricinus communis homeo,,,"7506",b
rim total homeo,,,"8715",b
rinosoro,,,"65316",b
risedronato de sodio,"329003658",,"6709",c
risedronato sodico,"329003658","00339","21296",a
risperidona,"106266062","07748","4148",a
risperidona dil 1/100,,,"3964",b
rivastigmina,,"09456","3193",b
river beauty (ala),,,"12546",b
robinea pseudocacia homeo,,,"9769",b
robinia fragilis homeo,,,"7804",b
robinia pseudoacacia homeo,,,"5000",b
rock rose *,,,"5687",c
rock rose fl - bach,,,"31926",a
rock rose floral (bach),,,"52607",b
rock water *,,,"4223",c
rock water fl - bach,,,"34",a
rock water floral (bach),,,"57540",b
rollon ambar 10ml,,,"11672",c
roma ext seco,,,"6608",c
rosa rosa floral (sg),,,"3832",b
rosacalm,,,"12785",b
rosage(galena saiu de linha,,,"8870",b
rosavin,,,"11602",c
rose hips,,,"80871",b
rosemary floral (cal),,,"7129",b
rosmarinus floral (mg),,,"6876",b
rosmarinus ho,,,"4343",c
rosmarinus officinalis tm,,,"6560",b
rosuvastatina,,,"6635",c
rosuvastatina,,,"2250",b
rosuvastatina,"147098202","07818","62780",a
rotulo branco fracionamento,,,"5371",c
rotulo grande 2,,,"1370",a
rotulo pequeno 1,,,"1369",a
rubin,,,"3312",b
rue floral (cal),,,"7131",b
ruibarbo,,,"62261",a
ruibarbo,,,"62261",b
ruibarbo tm,,,"6561",b
rumex crispus homeo,,,"7896",b
ruscus aculeatus,,,"15427",b
ruta floral (mg),,,"6878",b
ruta graveolens ho,,,"4611",c
ruta graveolens homeo,,,"6057",b
ruta graveolens tm,,,"11969",b
rutina,,,"56121",b
rutina **,,"07841","6590",c
rutina interno,"250249753",,"56121",a
s-23,"1010396298",,"13466",b
sabadilla ho,,,"4550",c
sabadilla homeo,,,"3385",b
sabonete bact p/ funcionarios,,,"10228",c
sabonete cremoso lauril free,,,"9681",c
sabonete cremoso led,,,"8575",b
sabonete cremoso para apricot,,,"4186",b
sabonete liq. perolado novo,,,"4817",b
sabonete liquido,,,"404",b
sabonete liquido antisseptico,,,"13170",b
sabonete liquido de gl,,,"73787",b
sabonete liquido transparente,,,"6440",a
sabonete liquido transparente,,,"6811",c
sabonete liquido vegano,,,"9377",c
sabonete para funcionarios,,,"8885",c
sabonete perolado pronto,,,"6194",a
saboneteira 120ml branca,,,"9292",c
saboneteira quadrada 100ml br,,,"11621",c
saboneteira quartzo azul 250ml,,,"14521",b
saboneteira quartzo rosa 150ml,,,"14522",b
sabor abacaxi,,,"14623",b
sabor baunilha,,,"14621",b
sabor chocolate,,,"14617",b
sabor cookies c/creme,,,"14616",b
sabor framboesa,,,"14619",b
sabor limao,,,"14622",b
sabor uva,,,"14829",b
sacarina,"128449","07851","56224",a
sacarina,,,"56224",b
sacarina sodica,,"07853","5612",c
sacarose,"57501","07854","60240",a
saccharum homeo,,,"12942",b
sacharomyces boulardii,,,"11029",b
sacharomyces boulardii,,,"11637",a
sache aluminio bico 70x120,,,"11056",c
sache carvao,,,"9043",b
sache silica,,,"9124",b
sache silica 1g p/ tampa,,,"37253",a
saches,,,"15013",b
sacian,,,"10822",b
saco metalizado com zip,,,"38787",a
saco metalizado pequeno acabou,,,"12963",a
saco plastico 30x40,,,"10125",c
saco plastico 40x60,,,"10126",c
saco plastico pesagem grande,,,"1348",a
saco plastico pesagem medio,,,"1347",a
saco plastico pesagem pequeno,,,"8969",a
saco zip 12x17,,,"10500",c
sacola plastica promanipulacao,,,"11835",a
sacola pvc,,,"11443",a
saffrim,"84604171",,"6529",c
sage floral (cal),,,"7132",b
sagebrush floral (cal),,,"7133",b
saguaro floral (cal),,,"7135",b
saint germain floral (sg),,,"3094",b
saint john s wort floral (cal),,,"7136",b
sais biliares,,,"15332",b
sais biliares,,,"9024",c
salgueiro branco,,,"1189",b
salgueiro sob enc,,"10520","21309",a
salicilato de metila,,,"6963",c
salicilato metila,"119368","00344","56285",a
salicilato metila,,,"56285",b
saliskin hair acabou,,,"13144",a
saliskinhair,,,"9631",c
salix alba *,,,"6481",c
salix peel(vital),,,"11422",b
sallsaparilla,,,"5035",b
salmonella homeo,,,"15021",b
salsaparrilha,,,"77781",b
saltstable,,,"13380",b
salvia officinalis homeo,,,"10025",b
salvia officinalis tm,,,"6568",b
salvia po,,,"68184",b
sambucus,,,"4269",b
sambucus floral (mg),,,"6880",b
sambucus nigra ho,,,"4313",c
sambucus nigra homeo,,,"6059",b
same,,,"7075",c
same,,,"94456",b
same,"97540222","00417","8706",a
sanguinarea nitrica homeo,,,"10372",b
sanguinaria canadensis ho,,,"4553",c
sanguinaria canadensis homeo,,,"7726",b
sanguinaria canadensis homeo,,,"3087",b
sanguinaria canadensis tm,,,"6572",b
sanicula aqua homeo,,,"7329",b
sao miguel floral (sg),,,"3034",b
sapientum floral (sg),,,"3023",b
sarcoma homeo,,,"7580",b
sarcosina,,,"12148",b
sarcroptica homeo,,,"13816",b
sarracena ho,,,"11798",c
sarsaparilla tm,,,"6573",b
saw palmeto,,,"76727",b
saw palmeto ext seco,"84604159","10754","40799",a
saw palmeto ext seco,,,"7108",c
scarlet monkey flower fl.(cal),,,"7140",b
sceletium tortuosum 1:2,,,"10938",c
sceletium tortuosum 31/08/21,,,"8069",a
schisandra chinensis a 10%,,,"9458",b
schisandra chinensis florien,,,"12330",a
scilla maritima ho,,,"4361",c
scilla maritima homeo,,,"8697",b
scleranthus *,,,"5641",c
scleranthus fl - bach,,,"63678",a
scleranthus floral (bach),,,"55773",b
scoop dosador 10g c/cabo,,,"10568",c
scorpium europaeus homeo,,,"13970",b
scorpius floral (sg),,,"7495",b
scotch broom floral (cal),,,"7141",b
sculptessence,,,"5895",b
sculptessence,,,"5990",a
scutellaria ext seco,,,"9172",c
scutellaria homeo,,,"9382",b
seacode,,,"5829",b
seboclear(vepakun),,,"13127",b
sebonormine,,,"1461",b
sebonormine,,,"7113",c
seborregular,,,"7586",a
secale cornutum homeo,,,"5173",b
secnidazol,"3366958","07918","4695",a
second skin base,,,"3851",b
secrecao ocular homeo,,,"10201",b
seditol,,,"11811",b
seios nasais homeo,,,"15434",b
seiva floral,,,"14447",b
selegiline  hcl,"14611520","07930","2934",b
selegiline hcl,"14611520","07930","25483",a
selenio homeo,,,"7405",b
selenio quelado,,,"1697",a
"selenio quelado 0,5%",,,"1697",b
"selenio quelato 0,2%",,,"7096",c
selenium ho,,,"5912",c
selenium homeo,,,"5038",b
selenium metallicum homeo,,,"9831",b
self heal floral (cal),,,"7142",b
semente de apricot,,,"76934",b
semente de apricot fina 300 a,,,"5718",b
semente de nozes,,,"9388",c
semente de uva ext seco,,,"9598",c
sempervivum floral (minas),,,"6881",b
sene,,,"58403",b
sene   po,,,"2240",a
sene ext seco,,,"1344",b
sene extrato seco,,,"58403",a
sene extrato seco $,,,"6996",c
senega officinalis homeo,,,"8998",b
senna ho,,,"11921",c
sensactive l30,,,"9661",c
sensiline,,,"81231",b
sensiline,,,"6723",c
sensolene (biovital),,,"12783",b
sepia succus  homeo,,,"6577",b
sepia succus ho,,,"5913",c
sepicontrol,,,"10668",b
sepigel,,,"9044",c
sepigel 305,,,"346",a
sepigel 305,,,"346",b
sepiplus 400,,,"10974",b
sepiwhite,,,"10021",b
sepiwhite,,,"11262",c
serenzo,,,"5532",b
serenzo,,,"4454",c
serenzo tm (galena) son enc,"8028486",,"2319",a
seretonina homeo,,,"7413",b
sergipe floral (sg),,,"4375",b
sericin,,,"76867",b
serina,"56451","07954","1237",a
serina *,,"07954","6449",c
seringa branca e azul 30ml,,,"11054",c
seringa oral pack 10ml,,,"5548",c
seringa oral pack 5ml,,,"4928",c
serotonina ho,,,"11772",c
serotonina homeo,,,"3064",b
serracenia purpurea homeo,,,"14365",b
serrapeptase (lemma),"37312622","07959","21355",a
serrapeptase 2200ui/mg,,,"9617",b
sertralina,"79559970","07964","75255",b
"sertralina clor feq 1,12","79559970","07964","6631",c
sertralina hcl,"79559970","07964","2190",a
sertralina homeo,,,"9795",b
serum base p/ pump,,,"5397",c
serum bio,,,"11268",c
serum fluido dr domingos,,,"5379",b
serum gotas biovital,,,"9380",c
serum pronto,,,"12449",a
serum vegano,,,"9383",c
sesaflash,,,"10978",b
sfingoni,,,"10396",b
sh sem sal cab secos,,,"68998",b
shake easy baunilha,,,"9677",b
shake easy chocolate,,,"8976",b
shake mix frutas,,,"13453",b
shake morango,,,"5494",b
shake morango acabou,,,"42632",a
shake morango com lactose,,,"13724",b
shampo base para cetoconazol,,,"5390",b
shampoo base,,,"10303",b
shampoo base,,,"6562",c
shampoo base producao,,,"13508",a
shampoo base sem sulfato,,,"13592",b
shampoo base simples,,,"5749",b
shampoo para suspensoes,,,"13670",a
shampoo perolado,,,"8506",c
shampoo pro cycle hair,,,"9664",c
shampoo sem sal,,,"68925",b
shasta daisy floral (cal),,,"7144",b
she oak floral (aus),,,"7280",b
shield mlda,,,"12304",b
shiitake gold ahcc,,,"9642",c
shooting star floral (cal),,,"7149",b
sibutramina clor monohidratado,"125494599","09375","6021",c
sibutramina diluida 1/10,,,"3781",b
sibutramina hcl monohidratada,"125494599","09375","21357",a
sierra iris floral (cal),,,"7163",b
sil.tospearl 3000a/sil.po,,,"9066",b
silanox,,,"14762",b
silasoma,,,"1824",b
sildenafil citrato,"171599830","07991","21358",a
sildenafil citrato *,,,"6802",c
sildenalfil,,,"1810",b
silibim phytossone,,,"11869",b
silibin phytossone  sob enc,,,"13186",a
silica carvao,,,"5158",a
silica saches,,,"9466",c
silica sheells,,,"1729",b
silica shells acabou,,,"2320",a
silicea ho,,,"5914",c
silicea homeo,,,"8036",b
silicea terra ho,,,"11717",c
silicea terra homeo,,,"3077",b
silicio quelato 5%,,,"5484",c
silicio quelato 5%,,,"9705",b
silicio quelato 5% 29/07/2021,,,"2810",a
siliciu max,,,"11059",b
silicium max liquido,,,"12164",b
silicium max liquido (fagron,,,"12492",a
silicium p,,,"6847",c
silicium p,,,"3198",b
siliciumax liquido,,,"5107",c
siliciumax po,,,"11419",a
siliciumax po,,,"6553",c
silicone 1204,,,"10121",b
silicone 1411,,,"14765",b
silicone 949,,,"14767",b
silicone dc  190,,,"28058",b
silicone dc 1401,,,"9787",b
silicone dc 1411,,,"9787",a
silicone dc 2503,,,"1996",b
silicone dc 593,,,"1994",b
silicone dc 9040,,,"2362",b
silicone dc 9040,,,"4204",c
silicone dc 9040 10/08/21,,,"8777",a
silicone dc 9506,,,"2364",b
silicone lc blend,,,"2779",b
silicone volatil,,,"5664",c
silimarina,,,"61682",b
silimarina,,"08000","7086",c
silimarina,"65666071","08000","61682",a
silimarina tintura,,,"11653",a
silsoft 880,,,"8950",b
silsoft a,,,"15409",b
silsoft clx -e (galena),,,"12931",b
siluet 50ml branco,,,"8851",b
simeticona po 50%,,,"4232",c
simeticone,,,"15854",b
simeticone interno,"8050815","08006","50751",a
sinactase-fitase,,,"6505",c
sinactaze,,,"5941",b
sinapis nigra ho,,,"11082",c
sinapsis floral (mg),,,"6883",b
sinetrol,,,"2881",b
sinetrol,,,"6904",c
sinusite homeo,,,"13937",b
sinvastatina,,,"70865",b
sinvastatina,,"08016","7062",c
sinvastatina,"79902639","08016","37886",a
sitka spruce pollen (alasca),,,"11111",b
sk-influx acabou,,,"9131",a
skin whitening c. em falta,,,"6264",a
skincolor bege claro,,,"11724",c
skincolor medio escuro,,,"11725",c
skinflux,,,"882",b
slendacor,,,"12706",b
slendacor acabou,,,"13079",a
slender rice flower floral-aus,,,"7282",b
slendesta,,,"2911",b
slendesta,,,"6919",c
slim carbo,,,"12205",b
slim care,,,"10848",b
slim fiber,,,"9153",b
slim green coffee,,,"9372",c
slim intense oe,,,"12858",b
slim look 30ml branco,,,"8847",b
slim look 50ml branco,,,"8848",b
slim look vision 30g,,,"12921",b
slimbuster l,,,"12400",b
slimcarb,,,"5198",c
snapdragon floral (cal),,,"7153",b
sodio hipossulfito *,,,"6533",c
sodium chloride homeo,,,"7909",b
soft brush 10ml,,,"10484",c
softigen 767 (pharmaspecial),,,"8236",b
soja homeo,,,"9894",b
sol ac citrico 20% p/ ph,,,"2582",a
sol ac citrico a 50%,,,"4485",b
sol acido citrico 50%,,,"4074",c
sol capilar 20% p sulfato mino,,,"4097",b
sol de reaphol/pancreatina,,,"8392",a
sol detergente 2%,,,"9240",c
sol formol sanitizante,,,"9497",c
sol hidro glicerinada 30% fl,,,"14578",b
sol inativante hipoclorito 1%,,,"9239",c
sol inativante tiossulfato 1%,,,"9238",c
sol p/ solubilizacao reaphol,,,"8391",a
"sol tampao ph 4,0    500ml",,,"8689",a
"sol tampao ph 7,0   500ml",,,"8696",a
"sol tampao ph10,0  500ml",,,"4873",a
solan 50,"61790816",,"60197",a
solanum melongea tm,,,"6582",b
solstice sun (alaska),,,"12821",b
solucao de lugol 5%,,,"8306",c
solucao fisiologica 09,,,"49761",b
solucao fosfatada,,,"9236",c
solucao hidro-glicerinada 30%,,,"14577",b
"solucao tampao ph 4,0",,,"12584",b
"solucao tampao ph 7,0",,,"12585",b
sontara p/lenÇo umedecido,,,"10280",c
sorbato de potassio,,,"5530",b
sorbato potassio,"590001",,"56406",a
sorbitol liq,"50704","08061","56418",a
sorbitol liq,,,"56418",b
sorbitol po,,,"39652",b
sorbitol solucao 70%,,"08061","4047",c
sorgo floral (sg),,,"3092",b
soro fisiologico,,,"9915",b
soro fisiologico acabou,,,"12305",a
soul support (ala),,,"15059",b
southern cross floral (aus),,,"7283",b
sphaeranthus indicus ext seco,,,"11396",b
sphagnum moss alaska,,,"13798",b
spigelia anthelmia homeo,,,"3725",b
spinifex floral (aus),,,"7284",b
spirulina,,,"52711",a
spirulina,,,"52711",b
spongia tosta ho,,,"5918",c
spongia tosta homeo,,,"6060",b
sporothrix schenckii,,,"13609",b
stannum metalicum homeo,,,"10023",b
staphilococcus epidermidis hom,,,"9811",b
staphylococcus albus homeo,,,"13445",b
staphylococcus aureus ho,,,"11907",c
staphylococcus aureus homeo,,,"9266",b
staphylococcus complexus homeo,,,"10049",b
staphylococcus epidermides hom,,,"9267",b
staphylococcus intermedius 9ch,,,"9307",b
staphylococcus intermedius hom,,,"9268",b
staphylococcus sp homeo,,,"13383",b
staphysagria ho,,,"4121",c
staphysagria homeo,,,"3361",b
staphysagria tm,,,"8178",b
star of bethlehem *,,,"4843",c
star of bethlehem fl bach,,,"60689",a
star of bethlehem floral- bach,,,"54902",b
star thistle floral (cal),,,"7174",b
star tulip floral (cal),,,"7175",b
stay c,,,"8013",b
stay c,,,"9537",c
stenabolic,,,"13257",b
stevia po,,,"45056",b
stevia po,,,"9272",c
stevia tm,,,"6590",b
sticky geranium (alaska),,,"8780",b
sticky monkey flower fl-(cal),,,"7176",b
sticta pulmonaria ho,,,"11086",c
sticta pulmonaria homeo,,,"6062",b
stinging nettle floral (cal),,,"7177",b
stomazinc,,,"10314",c
stomazinc,,,"12731",b
stramonium,,,"3559",b
stramonium ho,,,"5921",c
stramonium homeo,,,"6596",b
streptococcinum homeo,,,"6064",b
streptococcus termophillus,,,"11634",a
streptococcus termophillus hom,,,"14171",b
streptococcus thermophilus,,,"10284",b
streptococcus vir homeo,,,"7553",b
strontium carbonicum homeo,,,"14999",b
strontium metallicum p. ho,,,"7634",b
strophanthus hisp. ho,,,"4595",c
strophanthus homeo,,,"6125",b
structurine,,,"881",b
strychnos colubrina homeo,,,"8630",b
subcitrato bismuto acabou,"57644549","09526","12634",a
subgalato bismuto,,,"56443",b
subgalato bismuto,"99263","08068","56443",a
sucralfato,"54182580","08078","1272",a
sucralfato,,,"1272",b
sucralose,,,"6038",c
sucralose,,,"1812",b
sucralose,"56038132","09562","33322",a
sucralose 1/100,,,"12479",b
sucupira,,,"4205",b
sucupira ext seco,,,"61860",a
sucupira extrato seco,,,"6593",c
sucupira semente tm,,,"8341",b
sucupira tm- (schraiber),,,"6598",b
sulbutiamina,,,"19689",b
sulbutiamina,"3286462","08097","31138",a
sulfacetamida sodica,"06209172","08108","56467",b
sulfacetamida sodica monohid.,"6209172","11269","56467",a
sulfadiazina prata,,,"68779",b
sulfadiazina prata,"22199082","08118","68779",a
sulfasalazina,,,"59330",b
sulfasalazina acabou,"599791","08151","59330",a
sulfato condroitina,,,"1892",b
sulfato de zinco,,"08174","6879",c
sulfato ferroso,,,"6219",c
sulfato ferroso heptahidratado,"7720787","08176","56546",a
sulfato ferroso po,,,"3338",b
sulfato gentamicina,"1405410","04423","53946",b
sulfato magnesio,,,"56560",b
sulfato magnesio hepta. 06/07,"10034998","08168","56560",a
sulfato minoxidil,,,"67210",b
sulfato potassio,,,"59237",b
sulfato zinco,,,"56601",b
sulfato zinco hepta,"7446200","09533","3618",a
sulfeto de selenio,,,"6897",c
sulfeto selenio,"7488564","08182","56613",a
sulfeto selenio,,,"56613",b
sulfuric acidum,,,"5063",b
sulphur flower floral (cal),,,"7178",b
sulphur ho,,,"5924",c
sulphur homeo,,,"3362",b
sulpirida,"15676161","08210","58210",a
sulpiride,"15676161","08210","58210",b
sundew floral (aus),,,"7288",b
sunflower floral (cal),,,"7179",b
sunsil (toque seco e sedoso),,,"12703",a
sunsil 150h (nutrifarma),,,"12384",b
superox c,,,"10766",b
superox c,,,"11974",c
superox c 12/07/21,,,"12231",a
suple diet **,,,"6911",c
suprarrenal homeo,,,"7404",b
surfax 40,,,"52425",b
surfax aci,,,"18880",b
surfax bp,,,"52474",b
surfax eg,,,"52437",b
surfax eve,,,"52449",b
suspen plus,,,"1532",b
suspender acabou,,,"7599",a
"suspensao cmc a 2% ph 3,5 a 4",,,"10927",b
suspensao oral(suspender),,,"9297",b
sweet chestnut *,,,"5689",c
sweet chestnut fl - bach,,,"65675",a
sweet chestnut floral (bach),,,"54549",b
sweet pea floral (cal),,,"7181",b
sweetgrass (ala),,,"12545",b
sylibum marianus tm,,,"13395",b
symphytum officinale homeo,,,"4535",b
symphytum officinale tm,,,"6652",b
syn ake,,,"6636",c
syn ake,,,"8593",b
syn-up,,,"9708",c
synotol cn-90,,,"56662",b
synovea hr sob encomenda,,,"2751",a
synte c,,,"8012",b
syphilinum ho,,,"10993",c
syphyllinum homeo,,,"10540",b
syrspend,,,"13230",b
syrspend alcali po,,,"7049",a
syrspend sf dry,,,"12604",a
syrspend sf liquido acabou,,,"2752",a
syrspend sf ph4 dry,,,"14471",b
sytenol,,,"12359",b
syzygium jambolanum homeo,,,"8742",b
syzygium jambolanum tm folhas,,,"8988",b
syzygium jambolanum tm semente,,,"8987",b
syzygium jambolanum tm- (semt),,,"6648",b
t.k. residuum homeo,,,"8402",b
t3 dil 1/100 para sublingual,,,"5566",b
t3 diluido  1 : 100,,,"2551",a
t3 diluido 1 / 1000,,,"3741",b
t4 dil 1/100 para sublingual,,,"5567",b
t4 diluido 1 : 100,,,"2559",a
t4 tetraiodotronina dil 1/1000,,,"3933",b
tabacum ho,,,"5926",c
tabebuia avellanadae tm,,,"12008",b
tabebuia floral (mg),,,"6891",b
tabletes inertes,,,"10937",c
tacrolimus dil 1/100,,,"4046",b
tadalafil,,,"6626",c
tadalafil puro,,,"2041",b
tadalafila,"171596295","08253","33687",a
tadalafila dil 1/10,,,"5589",b
tagetes floral (mg),,,"6892",b
talco,,,"56893",b
talco,"14807966","08264","56893",a
talco farmaceutico,,"07996","6646",c
talqueira 100g,,,"9844",b
tamarack fl alaska,,,"14366",b
tamarindo ext seco,,,"52632",b
tamoxifeno,,,"76788",b
"tamoxifeno citrato feq 1,5",,,"6361",c
tampa 15mm branca,,,"10936",c
tampa 24/415 disk top branca,,,"14198",b
tampa acqua flip top branca,,,"14239",b
tampa alpha frizo dourado,,,"9414",c
tampa beleza saude r28,,,"10377",c
tampa bisnaga grande branca,,,"5590",c
tampa bisnaga pequena branca,,,"9793",c
tampa branca bisnaga grande,,,"10365",c
tampa conta gotas branca fizzo,,,"9409",c
tampa conta gotas lacre 60/250,,,"8826",b
tampa disk top abaulada 24/415,,,"15030",b
tampa e valvula  max control,,,"62663",a
tampa flaconete 5ml vd,,,"10915",c
tampa flip bisn branca 35mm,,,"14240",b
tampa flip branca bisnaga 30/3,,,"8610",b
tampa flip top branca 30/300,,,"8425",b
tampa flip top cil 18mm branca,,,"14203",b
tampa flip top dourada 30mm,,,"14958",b
tampa flip top dourada 40mm,,,"14959",b
tampa flip top fr n110 ate 500,,,"14226",b
tampa flip top mini bisnaga br,,,"14218",b
tampa flip top prata 25mm,,,"14523",b
tampa flip top prata 30mm,,,"14525",b
tampa flip top rosa 25mm,,,"14524",b
tampa flip top rosa 30mm,,,"14526",b
tampa fr c/g 10 a 100ml,,,"14212",b
tampa fr c/g 60 a 250leitosa,,,"14215",b
tampa fr estriado laranja,,,"4482",c
tampa frasco conta gotas 30ml,,,"9172",b
tampa furada 20mm,,,"69693",b
tampa furada c/lacre r.24mm br,,,"9229",b
tampa furada r 18 mm c/ lacre,,,"62678",a
tampa furada r 24 mm s/ lacre,,,"6407",a
tampa furada r 28,,,"13196",a
tampa innova laranja 100ml,,,"8830",a
tampa interna br pincel esmalt,,,"15031",b
tampa lacre 18mm,,,"9276",b
tampa lacre 18mm azul,,,"12428",b
tampa lacre 24mm branca,,,"9230",b
tampa lacre 28mm leitosa,,,"9171",b
tampa lacre furada 18mm branca,,,"8426",b
tampa lacre furada branca 24mm,,,"12189",b
tampa lacre r18 s/ furo,,,"5155",c
tampa lacre r38mm lilas,,,"4496",c
tampa p/ bisn plast flip top g,,,"6909",a
tampa p/ bisn plast flip top p,,,"62733",a
tampa p/ espumadeira 50 ml,,,"2297",a
tampa p/ frasco tipo xampu,,,"23698",a
tampa p/ gotejador c/ lacre,,,"5208",a
tampa pote capsula boca estrei,,,"62679",a
tampa pote capsula boca larga,,,"24185",a
tampa pote creme 500 e 1000ml,,,"6128",a
tampa pote cristal r80,,,"10045",c
tampa pote finesse 30ml,,,"11608",c
tampa pote finesse 50ml,,,"11609",c
tampa pote mp 250 preto,,,"6880",a
tampa pote mp 500 preto,,,"8441",a
tampa pote r35 laranja,,,"5148",c
tampa pote r500/1000 branca,,,"9183",c
tampa pote r60/500 laranja,,,"9181",c
tampa preta makeup bastao,,,"14600",b
tampa push pull 28410,,,"13373",a
tampa r 18 mm com lacre,,,"62760",a
tampa r 24 mm com lacre,,,"34082",a
tampa r 250,,,"9281",b
tampa r 28 mm com lacre,,,"2308",a
tampa r 31 mm vd 1.000 ml,,,"6431",a
tampa r-1000 branca,,,"9170",b
tampa r-43 branca,,,"9166",b
tampa r.28 mm branca c/lacre e vedante interno *,,,"5753",c
tampa r18  dourada c/furo,,,"9401",c
tampa r18 c/ furo branca,,,"9150",c
tampa r24 s/ furo,,,"4871",c
tampa r24mm branca c/ furo,,,"9951",c
tampa r250,,,"8788",b
tampa r31 branca,,,"9164",b
tampa r38 branca beleza saude,,,"10261",c
tampa r38 laranja c/lacre,,,"4652",c
tampa r50/300,,,"8786",b
tampa rollon branca,,,"14960",b
tampa rosca 15mm branca,,,"8615",b
tampa rosca 31mm preta,,,"10422",b
tampa rosca pote mp,,,"6052",a
tampa talqueira 100g bca,,,"5196",a
tampa vd esmalte tipo pincel,,,"2334",a
tanaceto ext. seco,,,"40899",a
tanacetum ext seco,,,"11988",c
tansulosina,,"08296","6745",c
tansulosina 1:10,,,"4223",a
tansulosina dil 1/100,,,"4457",b
tansy floral (cal),,,"7184",b
tapioca pure,,,"9357",c
tapioca pure (via farma),,,"12665",b
tarantula hispanica,,,"8624",b
tarantula hispanica ho,,,"11579",c
taraxacum floral (mg),,,"6893",b
taraxacum officinalis,,,"1140",b
taraxacum tm,,,"6604",b
tarentula hispanica homeo,,,"13161",b
tartaro canino homeo,,,"10163",b
taurina,"107357","08306","31240",a
taurina,,,"68500",b
tauromag,,,"8918",c
tcm oleoso,,,"76338",b
tcm po,,,"4245",c
tcm po,,,"9322",b
tcm po son enc,,,"7137",a
teacrina,,,"6545",c
teacrine,"2309491",,"10823",a
teacrine,,,"10937",b
teamfast (florien),,,"13306",b
tecido conjuntivo homeo,,,"14824",b
tecido nervoso homeo,,,"11360",b
tecido osseo homeo,,,"7487",b
tecido sinovial e capsula home,,,"8401",b
telangyn,,,"5802",c
telangyn,,,"5701",b
telangyn sob enc,,,"4850",a
telmisartana (vet),"144701484","08356","21505",a
telosomyl (galena),,,"12507",b
telurio 5ch,,,"7943",b
tendao flexor digital prof hom,,,"14587",b
tendao flexor digital superfci,,,"14586",b
tendao homeo,,,"3100",b
tenoxicam,"59804374","08393","13500",a
tenoxicam,,,"6862",c
tenoxican,"59804374","08393","13500",b
tens up (pharma nostra),,,"10457",b
tens up acabou,,,"5410",a
tensea lift(biovital),,,"8196",b
tensine,,,"7127",c
tensine acabou,"84012442","10916","8871",a
tensiplus,,,"80251",b
terbinafina,,,"72047",b
terbinafina hcl,"78628805","08410","3348",a
"terbinafina hcl feq 1,12",,"08410","6872",c
terebenthina homeo,,,"8754",b
terebinthina ho,,,"4615",c
terminuric,,,"12405",b
terminuric terminalia,,,"13463",a
teste f padrao homeopatia,,,"11176",c
testofen,,,"11849",b
testofen,,,"5801",c
testofen sob enc,,,"13062",a
testosterona,"58220","08448","56959",b
testosterona 1/100 uso ext mcg,,,"9377",b
testosterona base,"58220","08448","23818",a
testosterona base,"58220","08448","6032",c
testosterona homeo,,,"10191",b
tetracaina hcl,"136470","08463","11111",c
